Name,Number,CP,HP,Move1,Move2,Height,Weight,Attack,Defence,Stamina,Total,Date,Form,Shiny,Level,Lucky,Trade
Sneasel,215,397,55,Feint Attack,Ice Punch,0.961886,28.094030,14,15,14,43,1540363447,0,0,7.000000,0,0

Mareep,179,530,92,Thunder Shock,Discharge,0.574820,9.451295,6,13,5,24,1543654184,0,1,21.000000,0,0

Snover,459,804,109,Powder Snow,Stomp,0.767833,34.524277,3,15,0,18,1545338927,0,0,28.000000,0,0

Tentacruel,73,1364,119,PoisonJab,Blizzard,1.524799,47.105171,15,14,10,39,1477778841,0,0,20.000000,0,0

Aipom,190,1042,108,Astonish,Aerial Ace,0.985152,19.043751,13,9,5,27,1543478126,0,0,29.000000,0,0

Mudkip,258,174,47,Water Gun,Dig,0.339642,4.825123,11,10,12,33,1546373031,0,0,6.000000,0,0

Eevee,133,574,93,Quick Attack,Dig,0.277283,4.312001,14,15,14,43,1542902734,0,0,19.000000,0,0

Minun,312,1492,126,Quick Attack,Thunderbolt,0.493758,6.993897,15,9,14,38,1541855292,0,0,33.000000,0,1542643036363

Volbeat,313,989,102,Struggle Bug,Thunderbolt,0.904641,28.634264,11,10,4,25,1542971533,0,0,21.000000,0,0

Pikachu,25,665,85,Thunder Shock,Discharge,0.303215,2.913868,12,5,12,29,1483006925,0,0,27.000000,0,0

Chimchar,390,388,70,Scratch,Flame Wheel,0.443306,5.107110,7,3,1,11,1541070612,0,0,17.000000,0,0

Snorunt,361,635,101,Powder Snow,Icy Wind,0.742923,16.807106,11,11,9,31,1545897215,0,0,27.000000,0,0

Suicune,245,1243,123,Snarl,Bubble Beam,2.044293,164.030182,12,11,13,36,1539271339,0,0,15.000000,0,0

Mantine,226,1191,105,Wing Attack,Water Pulse,2.093495,231.262787,15,11,14,40,1487881558,0,0,20.000000,0,0

Seedot,273,441,94,Bullet Seed,Foul Play,0.364889,1.845248,8,12,11,31,1543478015,0,0,29.000000,0,0

Mewtwo,150,2354,133,Confusion,Psychic,2.102303,116.760162,14,15,10,39,1538149953,0,0,20.000000,0,0

Sneasel,215,1144,95,Feint Attack,Ice Punch,0.837620,23.642128,12,13,14,39,1545898135,0,0,20.000000,0,0

Igglybuff,174,287,131,Pound,Wild Charge,0.415129,2.059581,11,14,13,38,1545585665,0,0,20.000000,0,0

Rhyhorn,111,259,63,Mud Slap,Stomp,0.932736,83.339867,10,15,8,33,1546184497,0,0,6.000000,0,0

Machamp,68,1732,132,Bullet Punch,Dynamic Punch,1.271972,61.173077,15,13,14,42,1480007569,0,0,20.000000,0,0

Snorunt,361,475,89,Hex,Avalanche,0.585912,8.686839,11,11,12,34,1546343812,0,0,20.000000,0,0

Tyrogue,236,267,75,Tackle,Brick Break,0.655020,16.721329,11,15,15,41,1540667063,0,0,20.000000,0,0

Ledyba,165,546,88,Tackle,Silver Wind,0.816938,7.770944,13,1,1,15,1540071831,0,0,30.000000,0,0

Dratini,147,691,84,Iron Tail,Twister,1.680506,2.453590,15,3,1,19,1543686749,0,0,27.000000,0,0

Metagross,376,3700,160,Bullet Punch,Meteor Mash,1.485934,514.679626,14,12,15,41,1540120060,0,1,39.000000,1,1540123565549

Beldum,374,517,78,Take Down,Struggle,0.535475,75.793808,10,10,12,32,1546425294,0,0,20.000000,0,0

Geodude,74,420,59,Rock Throw,Rock Slide,0.478180,28.846146,11,14,9,34,1540308484,68,0,12.000000,0,0

Slowpoke,79,661,132,Confusion,Psyshock,1.083159,26.626984,11,10,14,35,1546256947,0,0,20.000000,0,0

Slowpoke,79,854,149,Confusion,Psyshock,1.295223,44.873932,7,5,4,16,1538918376,0,0,28.000000,0,0

Wynaut,360,278,135,Counter,Mirror Coat,0.610276,14.739189,11,14,10,35,1538491417,0,0,20.000000,0,0

Golem,76,1677,122,Rock Throw,Wild Charge,1.329985,218.199356,14,15,15,44,1541590171,72,0,20.000000,0,0

Hoothoot,163,459,115,Peck,Night Shade,0.687067,16.562906,8,15,14,37,1488145823,0,0,26.000000,0,0

Aggron,306,2924,145,Iron Tail,Heavy Slam,1.669700,188.422073,14,13,14,41,1528298876,0,0,39.000000,1,1538997611699

Chimchar,390,195,49,Ember,Flame Wheel,0.595088,8.036821,15,4,4,23,1541673191,0,0,8.000000,0,0

Cyndaquil,155,124,35,Ember,Flamethrower,0.666392,12.771458,15,13,3,31,1541847279,0,1,5.000000,0,0

Slowpoke,79,677,132,Water Gun,Water Pulse,1.343043,47.994610,12,13,15,40,1546357221,0,0,20.000000,0,0

Hypno,97,1680,153,Confusion,Focus Blast,1.526734,71.713921,11,13,15,39,1539068025,0,0,29.000000,0,0

Bronzor,436,10,14,Tackle,Heavy Slam,0.411918,33.440304,15,0,10,25,1546607334,0,0,0.500000,0,0

Pikachu,25,690,85,Thunder Shock,Discharge,0.419447,6.423700,15,13,15,43,1540329015,0,0,26.000000,0,0

Skorupi,451,713,91,Infestation,Cross Poison,1.041533,22.408278,5,5,7,17,1546079397,0,0,29.000000,0,0

Drifloon,425,980,160,Astonish,Ominous Wind,0.396034,1.464355,11,13,13,37,1540987065,0,0,30.000000,0,0

Pikachu,25,688,84,Thunder Shock,Discharge,0.364413,5.115353,13,11,11,35,1538918516,0,0,27.000000,0,1541161550680

Snorunt,361,177,51,Hex,Avalanche,0.630693,11.005110,10,9,1,20,1545513249,0,0,8.000000,0,0

Snorunt,361,35,24,Powder Snow,Icy Wind,0.546268,10.421793,7,12,11,30,1545694308,0,0,2.000000,0,0

Absol,359,1419,105,Snarl,Dark Pulse,1.215486,36.236031,14,13,13,40,1543601431,0,0,20.000000,0,0

Chikorita,152,108,39,Tackle,Grass Knot,0.884742,6.837409,5,8,8,21,1543655791,0,1,5.000000,0,0

Skorupi,451,128,38,Poison Sting,Aqua Tail,0.628783,8.816130,12,7,14,33,1546607655,0,0,5.000000,0,0

Misdreavus,200,281,53,Astonish,Ominous Wind,0.693513,1.071382,0,5,13,18,1545514450,0,0,6.000000,0,0

Pinsir,127,120,28,Bug Bite,XScissor,1.110229,32.469006,7,5,6,18,1541241071,0,1,2.000000,0,0

Feebas,349,135,56,Tackle,Mirror Coat,0.431415,4.588100,10,15,10,35,1545232590,0,0,20.000000,0,0

Snorunt,361,518,92,Hex,Icy Wind,0.644013,12.852567,13,6,11,30,1545513739,0,0,22.000000,0,0

Sneasel,215,1502,107,Feint Attack,Foul Play,0.972333,35.536228,14,15,12,41,1545290348,0,0,26.000000,0,0

Aipom,190,1153,119,Scratch,Aerial Ace,0.769318,10.867111,12,12,14,38,1543425269,0,0,32.000000,0,0

Budew,406,468,80,Hidden Power,Energy Ball,0.178537,0.909041,12,12,14,38,1546078623,0,0,20.000000,0,0

Moltres,146,1465,114,Fire Spin,Heat Wave,2.246404,87.688393,14,12,14,40,1545982476,0,0,15.000000,0,0

Lileep,345,727,107,Infestation,Grass Knot,0.936200,26.207199,14,13,15,42,1546248071,0,0,20.000000,0,0

Igglybuff,174,288,132,Pound,Psychic,0.342024,1.150812,15,10,14,39,1546078623,0,0,20.000000,0,0

Wigglytuff,40,1479,218,Pound,Hyper Beam,1.096502,18.471268,8,10,9,27,1537770773,0,0,29.000000,0,0

Mudkip,258,690,94,Tackle,Dig,0.416158,7.984725,4,13,8,25,1542042166,0,0,24.000000,0,0

Snorlax,143,2786,258,Zen Headbutt,Hyper Beam,1.746423,414.592743,9,9,13,31,1479720077,0,0,33.500000,0,0

Mawile,303,885,88,Bite,Play Rough,0.647646,13.062848,11,10,11,32,1543558590,0,0,20.000000,0,0

Pinsir,127,2762,134,Fury Cutter,XScissor,1.978755,94.699623,14,13,12,39,1479948497,0,0,36.500000,0,0

Infernape,392,2179,141,Rock Smash,Flamethrower,1.256193,75.266495,13,12,14,39,1539876359,0,0,29.000000,0,1539944361517

Wailmer,320,826,173,Splash,Water Pulse,1.646781,82.950356,14,14,14,42,1546372560,0,0,20.000000,0,0

Plusle,311,1232,111,Quick Attack,Swift,0.385643,4.385624,13,12,12,37,1543427796,0,0,25.000000,0,0

Deoxys,386,1754,89,Zen Headbutt,Hyper Beam,1.894281,73.837517,11,13,12,36,1544184794,33,0,20.000000,0,0

Diglett,50,524,54,Mud Slap,Mud Bomb,0.193602,0.798981,12,6,6,24,1538210880,59,0,32.000000,0,0

Turtwig,387,335,69,Tackle,Body Slam,0.435284,12.629337,8,6,10,24,1546184736,0,0,11.000000,0,0

Haunter,93,576,59,Shadow Claw,Shadow Punch,1.555605,0.113065,3,3,1,7,1540991969,0,0,12.000000,0,0

Gardevoir,282,2179,122,Charge Beam,Shadow Ball,1.344142,23.116692,14,12,14,40,1540633965,0,0,25.000000,0,0

Golbat,42,1294,124,Bite,Poison Fang,1.532152,49.438881,10,4,6,20,1480287310,0,0,25.000000,0,0

Shinx,403,469,83,Spark ,Discharge,0.493557,10.812612,11,12,11,34,1545556109,0,0,20.000000,0,0

Wynaut,360,294,136,Counter,Mirror Coat,0.654131,15.945925,14,13,12,39,1537981732,0,0,20.000000,0,0

Stunky,434,956,129,Scratch,Flamethrower,0.426457,22.694946,9,9,13,31,1540561592,0,0,33.000000,0,0

Suicune,245,1265,121,Snarl,Water Pulse,1.742380,147.786819,15,15,10,40,1539927778,0,0,15.000000,0,0

Dratini,147,546,81,Dragon Breath,Twister,2.030541,4.039646,11,11,15,37,1546185125,0,0,20.000000,0,0

Munchlax,446,1032,177,Lick,Gunk Shot,0.628622,119.435493,12,10,11,33,1546078623,0,0,20.000000,0,0

Sandslash,28,1332,114,Mud Shot,Earthquake,1.052906,32.564922,14,14,11,39,1476746222,0,0,20.000000,0,0

Sunkern,191,349,83,Razor Leaf,Energy Ball,0.347087,2.128236,14,15,7,36,1538756580,0,0,35.000000,0,0

Flareon,136,2207,118,Ember,Overheat,0.908403,28.538919,13,15,11,39,1539190795,0,0,26.000000,0,0

Teddiursa,216,1065,120,Scratch,Cross Chop,0.696471,12.092355,7,5,5,17,1541673825,0,0,34.000000,0,0

Magikarp,129,134,51,Splash,Struggle,0.891394,10.527414,13,7,2,22,1541673791,0,0,20.000000,0,0

Whismur,293,472,125,Astonish,Disarming Voice,0.522740,6.045460,4,10,12,26,1539188842,0,0,29.000000,0,0

Articuno,144,1276,113,Frost Breath,Blizzard,1.868450,57.821060,13,10,13,36,1544166176,0,0,15.000000,0,0

Sneasel,215,138,32,Feint Attack,Avalanche,0.894346,27.797472,12,1,3,16,1545468161,0,0,3.000000,0,0

Buneary,427,274,57,Pound,Fire Punch,0.431894,5.368799,15,13,7,35,1544598529,0,0,8.000000,0,0

Smoochum,238,709,83,Pound,Ice Beam,0.464373,7.134410,11,14,12,37,1546198182,0,0,20.000000,0,0

Phanpy,231,847,151,Tackle,Bulldoze,0.418800,20.726267,11,10,15,36,1538496004,0,0,26.000000,0,0

Bulbasaur,1,247,53,Vine Whip,Seed Bomb,0.641235,4.801707,14,14,14,42,1543661948,0,0,8.000000,0,0

Metapod,11,186,76,Bug Bite,Struggle,0.833693,14.663028,14,14,11,39,1543474283,0,0,15.000000,0,0

Seedot,273,306,79,Bullet Seed,Foul Play,0.421427,1.716114,5,12,10,27,1543593750,0,0,21.000000,0,0

Piplup,393,766,107,Bubble,Icy Wind,0.289867,2.530476,10,2,10,22,1544535647,0,0,28.000000,0,0

Magikarp,129,42,35,Splash,Struggle,1.033228,14.644540,2,0,3,5,1543668210,0,0,9.000000,0,0

Numel,322,919,125,Ember,Bulldoze,0.596073,18.022894,15,8,11,34,1542348672,0,0,34.000000,0,0

Duskull,355,126,33,Astonish,Shadow Sneak,0.897186,19.205944,4,5,3,12,1544344213,0,0,8.000000,0,0

Delibird,225,508,76,Present,Ice Punch,0.982755,19.797382,2,4,0,6,1545232141,0,0,20.000000,0,0

Ursaring,217,2347,158,Metal Claw,Hyper Beam,1.530492,116.273407,6,15,14,35,1487603968,0,0,29.000000,0,0

Tyranitar,248,3013,168,Smack Down,Stone Edge,1.816749,185.704147,15,15,15,45,1487895070,0,0,27.500000,0,0

Lugia,249,1542,128,Extrasensory,Sky Attack,5.319244,198.028076,10,15,13,38,1546586410,0,0,15.000000,0,0

Baltoy,343,425,78,Extrasensory,Gyro Ball,0.567338,33.269524,12,13,11,36,1545468361,0,0,20.000000,0,0

Scizor,212,1668,110,Bullet Punch,XScissor,2.168790,153.479889,12,11,13,36,1537694952,0,0,20.000000,0,0

Togepi,175,367,73,Hidden Power,Dazzling Gleam,0.256396,1.117913,15,12,12,39,1546078623,0,0,20.000000,0,0

Omastar,139,1567,111,Water Gun,Ancient Power,0.917352,29.088137,12,14,15,41,1538117670,0,0,20.000000,0,0

Treecko,252,912,101,Bullet Seed,Aerial Ace,0.513548,4.618600,14,6,14,34,1538492087,0,0,34.000000,0,1538642548841

Aerodactyl,142,2214,149,Steel Wing,Hyper Beam,2.388784,113.860840,6,3,15,24,1544371234,0,0,30.000000,0,0

Espeon,196,2708,131,Zen Headbutt,Futuresight,0.836195,24.650570,11,10,15,36,1480804223,0,0,31.500000,0,0

Croagunk,453,363,74,Poison Sting,Sludge Bomb,0.731985,25.876104,0,10,6,16,1546607370,0,0,16.000000,0,0

Snover,459,846,119,Ice Shard,Ice Beam,0.957619,48.338539,6,5,11,22,1545340021,0,0,29.000000,0,0

Taillow,276,418,78,Quick Attack,Aerial Ace,0.300819,2.405370,15,10,12,37,1540536823,0,0,20.000000,0,0

Mudkip,258,621,89,Water Gun,Dig,0.383127,8.042856,12,14,12,38,1539153754,0,0,20.000000,0,0

Poochyena,261,381,74,Snarl,Crunch,0.512595,14.025220,14,15,13,42,1540411914,0,0,20.000000,0,0

Stunky,434,1009,132,Scratch,Flamethrower,0.333959,11.843804,12,11,15,38,1541717189,0,0,34.000000,0,0

Politoed,186,1846,153,Mud Shot,Blizzard,1.189908,42.281822,12,13,14,39,1480377656,0,0,27.000000,0,0

Stunky,434,642,101,Scratch,Sludge Bomb,0.433669,20.795740,15,13,10,38,1545504696,0,0,20.000000,0,0

Ampharos,181,1968,149,Volt Switch,Dragon Pulse,1.599922,78.777496,9,0,13,22,1543667931,0,1,26.000000,0,0

Anorith,347,1276,98,Struggle Bug,Cross Poison,0.823005,17.177019,10,13,4,27,1542899289,0,0,33.000000,0,0

Croconaw,159,334,62,Water Gun,Crunch,1.036056,23.477640,14,15,15,44,1487883771,0,0,7.000000,0,0

Porygon2,233,1589,132,Hidden Power,Zap Cannon,0.470139,16.561260,7,4,14,25,1486677523,0,0,22.000000,0,1541068221465

Snorunt,361,699,111,Hex,Avalanche,0.885834,25.791437,7,13,15,35,1545473529,0,0,30.000000,0,0

Raichu,26,1267,99,Spark ,Thunder Punch,0.758815,25.941912,13,11,12,36,1543592960,50,0,20.000000,0,0

Aron,304,735,88,Metal Claw,Rock Tomb,0.405590,50.297813,15,14,11,40,1546374774,0,0,20.000000,0,0

Ivysaur,2,1216,111,Razor Leaf,Sludge Bomb,0.907399,10.461558,14,12,8,34,1478632848,0,0,26.000000,0,0

Snover,459,500,89,Ice Shard,Ice Beam,0.981414,57.958942,11,10,13,34,1545514334,0,0,16.000000,0,0

Snover,459,363,72,Ice Shard,Energy Ball,1.031611,54.669918,13,7,2,22,1545339504,0,0,12.000000,0,0

Meowth,52,433,78,Scratch,Foul Play,0.443823,4.764689,11,15,11,37,1540367341,64,0,20.000000,0,0

Omastar,139,1580,111,Water Gun,Hydro Pump,1.187596,44.623810,14,15,14,43,1487687161,0,0,20.000000,0,0

Seedot,273,49,30,Bullet Seed,Foul Play,0.421097,2.577300,1,14,0,15,1543481029,0,0,4.000000,0,0

Snorunt,361,617,99,Powder Snow,Avalanche,0.690309,16.996975,14,1,7,22,1545635945,0,0,27.000000,0,0

Skuntank,435,1898,177,Bite,Sludge Bomb,1.156391,53.670612,4,15,12,31,1540412045,0,0,30.000000,0,0

Duskull,355,144,36,Hex,Night Shade,0.680895,11.617734,9,11,13,33,1545114215,0,0,8.000000,0,0

Golduck,55,1362,121,Water Gun,Hydro Pump,1.425305,47.850555,11,14,13,38,1488114997,0,0,20.000000,0,0

Duskull,355,594,71,Astonish,Night Shade,0.815658,15.925820,13,7,11,31,1540449357,0,0,33.000000,0,0

Skiploom,188,866,119,Bullet Seed,Grass Knot,0.552626,0.891291,12,14,11,37,1538638700,0,0,35.000000,0,0

Magikarp,129,223,70,Splash,Struggle,0.924944,9.385773,15,13,13,41,1542726556,0,0,29.000000,0,1543495933835

Spinarak,167,507,84,Bug Bite,Night Slash,0.411126,4.973414,9,6,6,21,1487548351,0,0,25.000000,0,0

Snorunt,361,439,81,Powder Snow,Shadow Ball,0.764840,20.142687,14,6,3,23,1545513492,0,0,19.000000,0,0

Voltorb,100,794,95,Tackle,Discharge,0.456583,9.777340,12,10,13,35,1538031354,0,0,29.000000,0,0

Parasect,47,1328,111,Fury Cutter,Cross Poison,1.288175,49.786118,14,10,9,33,1539801224,0,0,26.000000,0,0

Castform,351,439,74,Water Gun,Hydro Pump,0.379587,1.310849,14,8,4,26,1540990456,31,0,10.000000,0,0

Dratini,147,559,80,Iron Tail,Twister,1.787202,2.915079,14,12,14,40,1546452799,0,0,20.000000,0,0

Natu,177,536,73,Peck,Drill Peck,0.166434,1.206466,8,2,3,13,1542976801,0,0,20.000000,0,0

Snorunt,361,546,99,Powder Snow,Avalanche,0.651147,15.162679,10,2,15,27,1545895950,0,0,24.000000,0,0

Silcoon,266,412,107,Poison Sting,Struggle,0.642580,11.330070,7,7,6,20,1539601139,0,0,33.000000,0,0

Wurmple,265,252,78,Bug Bite,Struggle,0.338820,4.483620,4,13,10,27,1541245499,0,0,18.000000,0,0

Igglybuff,174,295,132,Pound,Shadow Ball,0.296814,0.978777,13,14,15,42,1541847413,0,0,20.000000,0,0

Plusle,311,1022,102,Quick Attack,Discharge,0.333837,2.899459,14,7,12,33,1541776082,0,0,21.000000,0,0

Snover,459,482,84,Powder Snow,Stomp,1.174246,71.998070,15,12,9,36,1545922999,0,0,15.000000,0,0

Sandslash,28,1375,114,Powder Snow,Bulldoze,1.327201,59.129425,15,15,11,41,1541590171,54,0,20.000000,0,0

Omanyte,138,1379,95,Mud Shot,Rock Blast,0.466017,10.644668,12,13,15,40,1543669609,0,0,34.000000,0,0

Larvitar,246,717,104,Bite,Stomp,0.501478,41.722473,6,8,13,27,1543789366,0,0,27.000000,0,0

Slowbro,80,1893,159,Confusion,Psychic,1.795485,111.249313,9,14,14,37,1486605145,0,0,27.000000,0,1538134197286

Duskull,355,562,73,Astonish,Shadow Sneak,0.697084,12.175195,11,6,15,32,1540449918,0,0,30.000000,0,0

Piplup,393,226,58,Pound,Icy Wind,0.387635,4.671124,11,7,15,33,1543514886,0,0,8.000000,0,0

Snorunt,361,154,48,Hex,Icy Wind,0.882279,24.333549,12,5,3,20,1545339809,0,0,7.000000,0,0

Houndour,228,954,102,Ember,Dark Pulse,0.764388,15.564919,6,13,14,33,1540990340,0,0,29.000000,0,1540994790134

Igglybuff,174,302,129,Pound,Wild Charge,0.365013,1.578564,15,15,10,40,1546247826,0,0,20.000000,0,0

Rhyhorn,111,509,90,Mud Slap,Bulldoze,0.994578,75.190025,12,15,15,42,1545121220,0,0,11.000000,0,0

Nosepass,299,829,84,Rock Throw,Rock Slide,0.991587,90.968407,11,15,11,37,1542367797,0,0,32.000000,0,0

Misdreavus,200,1353,107,Astonish,Ominous Wind,0.884559,1.646863,12,14,3,29,1538493170,0,0,26.000000,0,0

Electivire,466,2468,139,Thunder Shock,Thunder,2.083024,204.241852,13,13,14,40,1545473994,0,0,28.500000,0,0

Tauros,128,333,56,Tackle,Earthquake,1.426077,99.860001,4,14,14,32,1475771197,0,0,5.000000,0,1539418678392

Mewtwo,150,2366,134,Psycho Cut,Focus Blast,1.792796,99.133835,15,15,11,41,1539277012,0,0,20.000000,0,0

Pikachu,25,614,82,Quick Attack,Surf,0.442614,7.042010,1,1,3,5,1543668880,0,1,29.000000,0,0

Wailmer,320,803,172,Splash,Body Slam,2.082023,142.891129,12,12,12,36,1546515435,0,0,20.000000,0,0

Mantine,226,644,79,Wing Attack,Aerial Ace,2.543966,352.429352,2,9,8,19,1541238894,0,0,12.000000,0,0

Snorunt,361,138,44,Powder Snow,Icy Wind,0.724149,16.259722,14,14,3,31,1546176137,0,0,6.000000,0,0

Pinsir,127,1328,93,Bug Bite,XScissor,1.335653,52.733524,9,4,6,19,1541239818,0,1,17.000000,0,0

Snorunt,361,87,36,Powder Snow,Avalanche,0.700647,16.923538,13,12,7,32,1545501688,0,0,4.000000,0,0

Chimchar,390,513,82,Scratch,Flamethrower,0.522160,6.906865,10,13,11,34,1543791455,0,0,20.000000,0,0

Girafarig,203,1114,109,Confusion,Psychic,1.957591,63.474125,11,10,11,32,1542178154,0,0,20.000000,0,0

Magikarp,129,98,53,Splash,Struggle,0.814824,5.646456,5,1,9,15,1542901092,0,0,18.000000,0,0

NidoranFemale,29,420,95,Bite,Sludge Bomb,0.319203,5.325946,8,9,14,31,1545131177,0,0,20.000000,0,0

Snorunt,361,234,61,Powder Snow,Avalanche,0.887122,25.567829,2,14,2,18,1545513786,0,0,11.000000,0,0

Pikachu,25,259,52,Thunder Shock,Surf,0.345120,5.102142,13,12,14,39,1543692766,0,0,10.000000,0,0

Nincada,290,311,58,Bug Bite,Night Slash,0.578647,6.584407,12,14,10,36,1542899316,0,0,15.000000,0,0

Geodude,74,1130,99,Volt Switch,Thunderbolt,0.429203,24.416246,11,11,10,32,1541670641,68,0,35.000000,0,0

Nosepass,299,564,69,Rock Throw,Rock Blast,0.789413,65.918983,15,14,14,43,1541670864,0,0,20.000000,0,0

Charmander,4,304,57,Scratch,Flame Charge,0.704830,12.422958,15,15,12,42,1502206181,0,0,11.000000,0,0

Buneary,427,689,93,Pound,Swift,0.452633,7.673065,12,13,11,36,1545505917,0,0,20.000000,0,0

Cyndaquil,155,161,42,Tackle,Swift,0.554947,7.376594,0,13,5,18,1541853891,0,1,7.000000,0,0

Aerodactyl,142,1927,136,Bite,Hyper Beam,2.276259,94.968330,11,11,14,36,1543427463,0,0,25.000000,0,0

Electrode,101,1650,120,Spark ,Hyper Beam,0.976587,44.154953,8,13,12,33,1480197349,0,0,29.000000,0,0

Mudkip,258,109,38,Water Gun,Sludge,0.503725,11.387359,12,3,15,30,1546098731,0,0,4.000000,0,0

Chikorita,152,647,93,Vine Whip,Grass Knot,0.842074,5.119177,14,12,12,38,1488147097,0,0,25.000000,0,0

Rhyhorn,111,921,122,Rock Smash,Horn Attack,1.025683,123.044525,13,12,15,40,1546535984,0,0,20.000000,0,0

Elekid,239,671,82,Thunder Shock,Brick Break,0.640832,24.210932,15,13,10,38,1488064848,0,0,20.000000,0,0

Deoxys,386,1768,88,Zen Headbutt,Hyper Beam,1.482124,25.508493,15,13,11,39,1540987944,33,0,20.000000,0,0

Lickitung,108,778,132,Zen Headbutt,Hyper Beam,1.119355,46.872089,13,10,14,37,1477651985,0,0,20.000000,0,0

Clefable,36,1561,142,Pound,Psychic,1.373593,50.631844,15,13,6,34,1477062256,0,0,23.000000,0,0

Poochyena,261,407,77,Snarl,Poison Fang,0.574865,16.268206,15,10,12,37,1538337932,0,0,22.000000,0,0

Phanpy,231,756,139,Rock Smash,Bulldoze,0.446434,22.610954,14,9,10,33,1487375749,0,0,23.000000,0,0

Weepinbell,70,1416,130,Bullet Seed,Seed Bomb,1.045996,6.403082,12,13,10,35,1538151170,0,0,34.000000,0,0

Gastly,92,503,58,Lick,Night Shade,1.203848,0.090566,12,12,12,36,1543654357,0,0,15.000000,0,0

Raichu,26,1740,117,Volt Switch,Wild Charge,0.731810,26.250034,14,11,8,33,1483225043,0,0,29.000000,0,0

Porygon,137,728,92,Hidden Power,Hyper Beam,0.918584,46.262268,13,15,15,43,1543942910,0,0,15.000000,0,0

Deoxys,386,1760,90,Charge Beam,Hyper Beam,1.786063,64.287689,10,12,15,37,1538491755,33,0,20.000000,0,0

Corphish,341,919,99,Bubble,Vice Grip,0.654389,13.157250,4,9,14,27,1537696292,0,0,29.000000,0,0

Ditto,132,346,77,Transform,Struggle,0.293935,3.372321,14,11,15,40,1542901227,0,0,15.000000,0,0

Blastoise,9,1986,143,Water Gun,Hydro Pump,1.442602,67.022552,9,15,10,34,1477062151,0,0,29.500000,0,0

Treecko,252,586,78,Bullet Seed,Grass Knot,0.422336,3.596314,15,12,12,39,1542203159,0,0,20.000000,0,0

Mawile,303,1160,101,Bite,Iron Head,0.530425,9.652550,15,13,15,43,1540808351,0,1,25.000000,0,0

Shuppet,353,423,72,Astonish,Shadow Sneak,0.416430,0.430722,14,12,14,40,1542230467,0,0,15.000000,0,0

Vaporeon,134,1743,174,Water Gun,Aqua Tail,1.028840,32.520958,13,11,15,39,1480073411,0,0,20.000000,0,0

Torchic,255,607,85,Scratch,Rock Tomb,0.386658,1.827452,13,12,15,40,1541775422,0,0,20.000000,0,0

Seedot,273,57,33,Quick Attack,Foul Play,0.475105,4.459089,11,11,12,34,1543478809,0,0,4.000000,0,0

Sandslash,28,1341,117,Metal Claw,Bulldoze,1.224073,63.434826,10,11,15,36,1538722189,54,0,20.000000,0,0

Wobbuffet,202,799,285,Counter,Mirror Coat,1.177009,19.485399,9,14,8,31,1488074031,0,0,30.000000,0,0

Exeggcute,102,498,87,Confusion,Psychic,0.446370,3.167998,15,12,15,42,1545702942,0,0,15.000000,0,0

Torterra,389,1642,137,Razor Leaf,Solar Beam,2.089771,293.161591,11,15,14,40,1540143645,0,0,20.000000,0,0

MrMime,122,1418,83,Confusion,Psybeam,1.519530,69.198845,2,10,5,17,1541244021,0,0,25.000000,0,0

Chikorita,152,333,67,Vine Whip,Body Slam,0.757835,5.242692,15,6,13,34,1537610698,0,0,13.000000,0,0

Lapras,131,1498,172,Frost Breath,Blizzard,2.742179,267.978241,15,15,11,41,1488057908,0,0,20.000000,0,0

Shellder,90,580,68,Ice Shard,Icy Wind,0.357657,5.822442,10,12,12,34,1541846194,0,0,20.000000,0,0

Barboach,339,461,88,Water Gun,Mud Bomb,0.389128,1.930455,15,15,11,41,1541844071,0,0,20.000000,0,0

Jolteon,135,2245,122,Volt Switch,Thunder,0.866286,28.904802,12,13,11,36,1539798996,0,0,28.000000,0,0

Zangoose,335,1083,100,Fury Cutter,Dig,1.197374,38.716278,5,12,5,22,1544598313,0,0,17.000000,0,0

Wailmer,320,970,184,Water Gun,Body Slam,2.586450,205.290741,13,14,5,32,1545414626,0,0,24.000000,0,0

Eevee,133,71,34,Quick Attack,Last Resort,0.204588,1.955719,8,3,13,24,1543778353,0,0,3.000000,0,0

Giratina,487,1886,175,Dragon Breath,Shadow Sneak,4.525384,675.180481,12,15,10,37,1540395135,90,0,20.000000,0,0

Makuhita,296,698,140,Rock Smash,Low Sweep,0.837405,65.002800,9,15,10,34,1543480439,0,0,34.000000,0,0

Drifloon,425,821,146,Hex,Shadow Ball,0.429838,1.432804,11,14,13,38,1540362484,0,0,25.000000,0,0

Luxio,404,825,101,Bite,Thunderbolt,0.723097,15.430591,11,14,15,40,1543742404,0,0,20.000000,0,0

Armaldo,348,2411,143,Struggle Bug,Cross Poison,1.461360,61.247807,10,14,13,37,1542908801,0,0,31.000000,0,0

Dratini,147,719,92,Dragon Breath,Aqua Tail,1.672004,3.161416,6,5,8,19,1543665537,0,0,29.000000,0,0

